SORT	ORIG	DEST	Distance
36038	BRU	GVA	331
36040	BOS	CDG	3449
36041	CDG	GVA	254
36042	GVA	CDG	254
36043	CDG	BOS	3449
36045	TUS	IAH	936
36046	IAH	BOS	1598
36047	BOS	TUS	2289
36049	TUS	DFW	814
36050	DFW	LHR	4751
36051	LHR	GVA	470
36052	GVA	LHR	470
36053	LHR	DFW	4751
36054	DFW	TUS	814
36058	TUS	ORD	1437
36059	ORD	BOS	867
36060	BOS	ORD	867
36061	ORD	TUS	1437
36063	ORD	BRU	4160
36064	BRU	GVA	331
36065	TUS	DFW	814
36066	DFW	ORD	802
36072	IAD	DEN	1453
36073	DEN	TUS	639
36074	TUS	DEN	639
36075	DEN	IAD	1453
36076	IAD	GVA	4091
36077	GVA	IAD	4091
36079	ORD	TUS	1437
36080	BOS	LHR	3265
36081	LHR	GVA	470
36082	GVA	BRU	331
36083	BRU	ORD	4160
36085	DFW	LHR	4751
36086	LHR	GVA	470
36087	GVA	LHR	470
36088	TUS	DFW	814
36093	TUS	DFW	814
36094	DFW	LGA	1389
36095	LGA	ORD	734
36096	ORD	TUS	1437
36100	SEA	LAX	954
36101	LAX	TUS	452
36102	TUS	SLC	601
36103	SLC	SEA	689
36105	TUS	LAX	452
36106	LAX	TUS	452
36108	TUS	LAX	452
36109	LAX	TUS	452
36111	TUS	LAX	452
36112	LAX	TUS	452
36116	SFO	SAN	447
36117	SAN	TUS	368
36118	TUS	SAN	368
36119	SAN	SFO	447
36121	TUS	DEN	639
36122	DEN	MSP	680
36123	MSP	DEN	680
36124	DEN	TUS	639
36128	TUS	MSP	1298
36129	MSP	TUS	1298
36133	TUS	PHX	111
36134	PHX	FLL	1973
36135	FLL	PHX	1973
36136	PHX	TUS	111
36140	TUS	MSY	1234
36141	MSY	DFW	448
36142	DFW	TUS	814
36146	TUS	PHX	111
36147	PHX	PDX	1010
36148	PDX	PHX	1010
36149	PHX	TUS	111
36151	TUS	PHX	111
36152	PHX	PDX	1010
36153	PDX	PHX	1010
36154	PHX	TUS	111
36156	TUS	IAH	936
36157	IAH	SJO	1552
36158	SJO	IAH	1552
36159	IAH	TUS	936
36161	TUS	LAS	365
36162	LAS	TUS	365
36166	TUS	PHX	111
36167	PHX	LAS	256
36168	LAS	PHX	256
36169	PHX	TUS	111
36173	TUS	DEN	639
36174	DEN	ATL	1200
36175	ATL	DEN	1200
36176	DEN	TUS	639
36180	TUS	LAS	365
36182	TUS	DFW	814
36183	DFW	MAD	4965
36184	MAD	DFW	4965
36185	DFW	TUS	814
36187	MAD	ALC	222
36188	ALC	MAD	222
36225	TUS	DEN	639
36226	DEN	MSY	1062
36227	MSY	DFW	448
36228	DFW	TUS	814
36230	TUS	DEN	639
36231	DEN	MSY	1062
36232	MSY	DFW	448
36233	DFW	TUS	814
36235	TUS	PHX	111
36236	PHX	SEA	1107
36237	SEA	PHX	1107
36238	PHX	TUS	111
36240	PHX	DFW	868
36241	DFW	MSY	448
36242	MSY	PHX	1301
36246	TUS	PHX	111
36247	PHX	SFO	651
36248	SFO	PHX	651
36249	PHX	TUS	111
36251	TUS	SFO	752
36252	SFO	LAX	338
36253	LAX	TUS	452
36257	TUS	IAH	936
36258	IAH	EWR	1400
36259	EWR	BTV	266
36261	PHL	DEN	1558
36262	DEN	TUS	639
36266	TUS	SFO	752
36267	SFO	TUS	752
36269	TUS	SFO	752
36270	SFO	TUS	752
36272	TUS	DEN	639
36273	DEN	TUS	639
36275	TUS	DEN	639
36276	DEN	TUS	639
36280	TUS	ATL	1542
36281	ATL	CDG	4395
36282	CDG	ZAG	673
36283	ZAG	CDG	673
36284	CDG	LAX	5670
36285	LAX	TUS	452
36287	TUS	PHX	111
36288	PHX	PHL	2076
36289	PHL	MUC	4132
36290	MUC	PHL	4132
36291	PHL	PHX	2076
36292	PHX	TUS	111
36299	GJT	PHX	438
36300	PHX	TUS	111
36301	TUS	SLC	601
36302	SLC	GJT	217
36304	TUS	IAH	936
36305	IAH	TUS	936
36307	TUS	IAH	936
36308	IAH	TUS	936
36310	SLC	ABQ	494
36311	ABQ	TUS	321
36313	TUS	SAN	368
36314	SAN	BOI	749
36315	BOI	SLC	291
36317	SLC	ABQ	494
36318	ABQ	TUS	321
36320	TUS	SAN	368
36321	SAN	BOI	749
36322	BOI	SLC	291
36324	TUS	ATL	1542
36325	ATL	ZRH	4691
36326	ZRH	ATL	4691
36327	ATL	TUS	1542
36329	TUS	ATL	1542
36330	ATL	ZRH	4691
36331	ZRH	ATL	4691
36332	ATL	TUS	1542
36338	TUS	PHX	111
36339	PHX	KOA	2860
36340	KOA	PHX	2860
36341	PHX	TUS	111
36345	TUS	ATL	1542
36346	ATL	RDU	357
36347	RDU	EWR	417
36348	EWR	TUS	2117
36352	PHX	ATL	1588
36353	ATL	FLL	581
36354	FLL	ATL	581
36355	ATL	TUS	1542
36359	TUS	PHX	111
36360	PHX	ABQ	329
36361	ABQ	PHX	329
36362	PHX	TUS	111
36364	TUS	SLC	601
36365	SLC	CDG	5080
36366	CDG	DXB	3260
36367	DXB	CAI	1504
36371	BHM	DFW	598
36372	DFW	TUS	814
36373	TUS	DFW	814
36374	DFW	BHM	598
36376	BHM	DFW	598
36377	DFW	TUS	814
36378	TUS	DFW	814
36379	DFW	BHM	598
36383	PHL	LAX	2402
36384	LAX	TUS	452
36385	TUS	MCI	1036
36386	MCI	DTW	629
36387	DTW	BGR	751
36388	BGR	PHL	473
36392	TUS	DFW	814
36393	DFW	LGA	1389
36394	LGA	DFW	1389
36395	DFW	TUS	814
36397	TUS	DFW	814
36398	DFW	LGA	1389
36399	LGA	DFW	1389
36400	DFW	TUS	814
36402	TUS	DFW	814
36403	DFW	LGA	1389
36404	LGA	DFW	1389
36405	DFW	TUS	814
36407	TUS	DFW	814
36408	DFW	LGA	1389
36409	LGA	DFW	1389
36410	DFW	TUS	814
36414	ORD	TUS	1437
36416	TUS	MDW	1440
36420	TUS	DEN	639
36421	DEN	TUS	639
36423	TUS	DEN	639
36424	DEN	TUS	639
36426	TUS	DEN	639
36427	DEN	TUS	639
36431	TUS	DFW	814
36432	DFW	SAT	247
36433	SAT	DFW	247
36434	DFW	TUS	814
36436	TUS	DFW	814
36437	DFW	SAT	247
36438	SAT	DFW	247
36439	DFW	TUS	814
36441	TUS	SEA	1216
36443	TUS	SEA	1216
36445	TUS	SEA	1216
36447	TUS	SEA	1216
36449	TUS	SEA	1216
36451	TUS	SEA	1216
36453	TUS	SEA	1216
36455	TUS	SEA	1216
36457	TUS	SEA	1216
36459	TUS	SEA	1216
36461	TUS	SEA	1216
36463	TUS	SEA	1216
36465	TUS	SEA	1216
36467	TUS	SEA	1216
36468	SEA	LAX	954
36470	TUS	SEA	1216
36472	TUS	SEA	1216
36474	TUS	SEA	1216
36476	SEA	LAX	954
36478	SEA	LAX	954
36480	SEA	LAX	954
36482	SEA	LAX	954
36484	SEA	LAX	954
36486	SEA	LAX	954
36488	SEA	LAX	954
36490	SEA	LAX	954
36492	SEA	LAX	954
36494	SEA	LAX	954
36496	SEA	LAX	954
36498	SEA	LAX	954
36500	SEA	LAX	954
36502	SEA	LAX	954
36504	SEA	LAX	954
36506	SEA	LAX	954
36508	SEA	LAX	954
36510	SEA	LAX	954
36512	SEA	LAX	954
36517	LAX	PHX	371
36536	TUS	OMA	1046
36537	OMA	LAS	1099
36538	LAS	TUS	365
36548	TUS	ORD	1437
36549	ORD	YYZ	437
36550	YYZ	ORD	437
36551	ORD	TUS	1437
36555	TUS	DEN	639
36556	DEN	YXE	856
36557	YXE	DEN	856
36558	DEN	TUS	639
36560	TUS	DEN	639
36561	DEN	YXE	856
36562	YXE	DEN	856
36563	DEN	TUS	639
36565	BDL	BWI	284
36566	BWI	BUF	282
36567	BUF	BWI	282
36568	BWI	BDL	284
36570	TUS	DEN	639
36571	DEN	YWG	784
36572	YWG	DEN	784
36573	DEN	TUS	639
36575	STL	LGA	889
36576	LGA	STL	889
36578	TUS	SLC	601
36579	SLC	TUS	601
36583	TUS	SAN	368
36584	SAN	SFO	447
36585	SFO	SAN	447
36586	SAN	TUS	368
36588	TUS	SLC	601
36589	SLC	YVR	798
36590	YVR	PHX	1231
36591	PHX	TUS	111
36593	SNA	PHX	339
36594	PHX	TUS	111
36595	TUS	PHX	111
36596	PHX	SNA	339
36602	TUS	DFW	814
36603	DFW	LGA	1389
36604	LGA	DFW	1389
36605	DFW	TUS	814
36609	TUS	PHX	111
36610	PHX	DCA	1979
36611	DCA	PHX	1979
36612	PHX	TUS	111
36614	EWR	PHX	2133
36616	PHX	CLT	1774
36617	CLT	EWR	529
36619	TUS	PHX	111
36620	PHX	JFK	2154
36621	JFK	PHX	2154
36622	PHX	TUS	111
36630	PHX	SMF	647
36631	SMF	PHX	647
36633	TUS	SFO	752
36634	SFO	TUS	752
36636	TUS	SLC	601
36637	SLC	GEG	547
36638	GEG	SLC	547
36639	SLC	TUS	601
36641	LAX	TUS	452
36642	TUS	SAN	368
36643	SAN	SFO	447
36644	SFO	LAX	338
36646	TUS	SFO	752
36647	SFO	LAX	338
36648	LAX	TUS	452
36650	TUS	SFO	752
36651	SFO	TUS	752
36653	TUS	PHX	111
36654	PHX	SFO	651
36655	SFO	PHX	651
36656	PHX	TUS	111
36658	TUS	MSP	1298
36659	MSP	MSN	228
36660	MSN	MSP	228
36661	MSP	SLC	992
36662	SLC	TUS	601
36664	TUS	LAX	452
36665	LAX	SFO	338
36666	SFO	TUS	752
36668	TUS	SFO	752
36669	SFO	LAX	338
36670	LAX	TUS	452
36672	TUS	LAS	365
36673	LAS	TUS	365
36675	TUS	DFW	814
36676	DFW	MSY	448
36677	MSY	DFW	448
36678	DFW	TUS	814
36680	TUS	SFO	752
36681	SFO	LAX	338
36682	LAX	TUS	452
36686	TUS	DFW	814
36687	DFW	RSW	1017
36688	RSW	DFW	1017
36689	DFW	TUS	814
36693	TUS	LAX	452
36694	LAX	TUS	452
36696	TUS	ORD	1437
36697	ORD	CMH	296
36698	CMH	DFW	926
36699	DFW	TUS	814
36701	TUS	DFW	814
36702	DFW	CMH	926
36703	CMH	DFW	926
36704	DFW	TUS	814
36706	TUS	LAX	452
36707	LAX	TUS	452
36709	FLR	CDG	548
36710	CDG	LAX	5670
36711	LAX	TUS	452
36712	TUS	LAX	452
36713	LAX	CDG	5670
36714	CDG	FLR	548
36716	FLR	CDG	548
36717	CDG	LAX	5670
36718	LAX	TUS	452
36719	TUS	LAX	452
36720	LAX	CDG	5670
36721	CDG	FLR	548
36723	FLR	CDG	548
36724	CDG	LAX	5670
36725	LAX	TUS	452
36726	TUS	LAX	452
36728	TUS	DFW	814
36729	DFW	YYZ	1200
36730	YYZ	ORD	437
36731	ORD	TUS	1437
36735	TUS	SAN	368
36736	SAN	PDX	933
36737	PDX	TUS	1120
36739	TUS	DFW	814
36740	DFW	BOS	1562
36741	BOS	JFK	187
36742	JFK	DFW	1392
36744	TUS	ORD	1437
36745	ORD	JFK	741
36746	JFK	DFW	1392
36747	DFW	TUS	814
36751	TUS	DFW	814
36752	DFW	DCA	1192
36753	DCA	ORD	612
36754	ORD	TUS	1437
36756	TUS	DFW	814
36757	DFW	MIA	1121
36758	MIA	DFW	1121
36759	DFW	TUS	814
36763	TUS	MDW	1440
36764	MDW	IND	162
36765	IND	MDW	162
36766	MDW	TUS	1440
36770	TUS	DFW	814
36771	DFW	YYZ	1200
36772	YYZ	DFW	1200
36773	DFW	TUS	814
36779	SEA	YVR	128
36781	SIP	KBP	393
36785	TUS	DEN	639
36786	DEN	TUS	639
36790	TUS	ATL	1542
36791	ATL	FLL	581
36792	FLL	ATL	581
36793	ATL	TUS	1542
36795	TUS	ATL	1542
36796	ATL	FLL	581
36797	FLL	ATL	581
36798	ATL	TUS	1542
36800	BHB	BOS	197
36801	BOS	DFW	1562
36802	DFW	TUS	814
36803	TUS	PHX	111
36804	PHX	BOS	2300
36805	BOS	BHB	197
36807	TUS	LAS	365
36808	LAS	FLL	2174
36809	FLL	LAS	2174
36810	LAS	TUS	365
36812	SAN	TUS	368
36813	TUS	SAN	368
36815	TUS	DFW	814
36816	DFW	FLL	1120
36817	FLL	DFW	1120
36818	DFW	TUS	814
36820	TUS	PHX	111
36821	PHX	OAK	646
36822	OAK	PHX	646
36823	PHX	TUS	111
36825	TUS	ORD	1437
36826	ORD	STL	258
36827	STL	DFW	551
36828	DFW	TUS	814
36832	TUS	SEA	1216
36833	SEA	TUS	1216
36835	TUS	LAX	452
36836	LAX	TUS	452
36838	PHX	PHL	2076
36839	PHL	PHX	2076
36843	HOU	BWI	1246
36844	BWI	HOU	1246
36846	IAH	CLE	1091
36847	CLE	PVD	541
36848	PVD	CLE	541
36849	CLE	IAH	1091
36853	TUS	DEN	639
36854	DEN	PHL	1558
36855	PHL	ZRH	4025
36856	ZRH	PHL	4025
36857	PHL	PHX	2076
36858	PHX	TUS	111
36860	TUS	DEN	639
36861	DEN	PHL	1558
36862	PHL	ZRH	4025
36863	ZRH	PHL	4025
36864	PHL	PHX	2076
36865	PHX	TUS	111
36867	TUS	ATL	1542
36868	ATL	ZRH	4691
36869	ZRH	ATL	4691
36870	ATL	TUS	1542
36872	TUS	ATL	1542
36873	ATL	ZRH	4691
36874	ZRH	ATL	4691
36875	ATL	TUS	1542
36877	TUS	DEN	639
36878	DEN	TUS	639
36880	TUS	DEN	639
36881	DEN	TUS	639
36885	PHX	DEN	602
36886	DEN	PHX	602
36888	PHX	SAN	305
36889	SAN	PHX	305
36893	SLC	DEN	391
36894	DEN	PHL	1558
36895	PHL	DEN	1558
36896	DEN	SLC	391
36898	TUS	DEN	639
36899	DEN	MSN	826
36900	MSN	DEN	826
36901	DEN	TUS	639
36903	TUS	DEN	639
36904	DEN	MSN	826
36905	MSN	DEN	826
36906	DEN	TUS	639
36914	TUS	DEN	639
36915	DEN	MSN	826
36916	MSN	DEN	826
36917	DEN	TUS	639
36919	TUS	DEN	639
36920	DEN	MSN	826
36921	MSN	DEN	826
36922	DEN	TUS	639
36924	MSN	DEN	826
36925	DEN	TUS	639
36926	TUS	DEN	639
36927	DEN	MSN	826
36929	TUS	DEN	639
36930	DEN	MSN	826
36931	MSN	DEN	826
36932	DEN	TUS	639
36942	DFW	TUS	814
36943	TUS	DFW	814
36944	DFW	PIT	1068
36945	PIT	DFW	1068
36949	TUS	DFW	814
36950	DFW	DCA	1192
36951	DCA	DFW	1192
36952	DFW	TUS	814
36957	TUS	DFW	814
36958	DFW	DCA	1192
36959	DCA	DFW	1192
36960	DFW	TUS	814
36964	TUS	IAH	936
36965	IAH	LGA	1417
36966	LGA	IAH	1417
36967	IAH	TUS	936
36971	TUS	PHX	111
36972	PHX	IAH	1009
36973	IAH	PHX	1009
36974	PHX	TUS	111
36978	ABQ	DFW	569
36979	DFW	SJU	2166
36980	SJU	DFW	2166
36981	DFW	ABQ	569
36985	TUS	ABQ	321
36986	ABQ	BWI	1671
36988	BDL	TUS	2201
36992	DFW	TUS	814
36993	TUS	ORD	1437
36994	ORD	YQB	881
36995	YQB	YYZ	456
36996	YYZ	DFW	1200
37000	TUS	DFW	814
37001	DFW	GUA	1326
37002	GUA	DFW	1326
37003	DFW	TUS	814
37005	TUS	ORD	1437
37006	ORD	TUS	1437
37008	TUS	ORD	1437
37009	ORD	TUS	1437
37013	TUS	SNA	417
37014	SNA	LAS	227
37015	LAS	TUS	365
37019	TUS	DAL	824
37020	DAL	HOU	240
37022	TUS	IAH	936
37023	IAH	MSY	305
37024	MSY	IAH	305
37025	IAH	TUS	936
37031	TUS	SJC	722
37032	SJC	LAX	308
37033	LAX	TUS	452
37035	TUS	IAH	936
37036	IAH	MSY	305
37037	MSY	IAH	305
37038	IAH	TUS	936
37040	TUS	IAH	936
37041	IAH	MSY	305
37042	MSY	IAH	305
37043	IAH	TUS	936
37045	TUS	DFW	814
37046	DFW	CID	686
37047	CID	DFW	686
37048	DFW	TUS	814
37050	CID	DFW	686
37051	DFW	TUS	814
37052	TUS	DFW	814
37053	DFW	CID	686
37055	TUS	MDW	1440
37056	MDW	BNA	395
37058	BNA	PHX	1449
37060	TUS	SAN	368
37061	SAN	TUS	368
37063	TUS	IAH	936
37064	IAH	CLE	1091
37065	CLE	ALB	425
37066	ALB	TUS	2150
37070	TUS	ABQ	321
37071	ABQ	BWI	1671
37072	BWI	DEN	1491
37073	DEN	TUS	639
37077	MSP	PHX	1277
37078	PHX	TUS	111
37079	TUS	PHX	111
37080	PHX	MSP	1277
37081	MSP	GFK	284
37082	GFK	MSP	284
37084	PHX	DEN	602
37085	DEN	FAR	627
37086	FAR	DEN	627
37087	DEN	PHX	602
37089	RIC	DFW	1158
37090	DFW	TUS	814
37091	TUS	DFW	814
37092	DFW	RIC	1158
37094	PHX	MSP	1277
37095	MSP	GFK	284
37096	GFK	MSP	284
37097	MSP	PHX	1277
37099	SNA	LAS	227
37100	LAS	TUS	365
37101	TUS	LAS	365
37102	LAS	SNA	227
37104	EWR	DFW	1373
37105	DFW	TUS	814
37106	TUS	DFW	814
37107	DFW	EWR	1373
37109	JFK	SLC	1990
37110	SLC	TUS	601
37111	TUS	SLC	601
37112	SLC	JFK	1990
37114	PHL	DFW	1303
37115	DFW	TUS	814
37116	TUS	DFW	814
37117	DFW	PHL	1303
37119	IAH	PHX	1009
37120	PHX	TUS	111
37121	TUS	PHX	111
37122	PHX	IAH	1009
37167	TUS	DEN	639
37168	DEN	TUS	639
37172	TUS	PHX	111
37173	PHX	MCI	1044
37174	MCI	ORD	403
37175	ORD	TUS	1437
37177	TUS	PHX	111
37178	PHX	MCI	1044
37179	MCI	DEN	533
37180	DEN	TUS	639
37182	TUS	PHX	111
37183	PHX	PDX	1010
37184	PDX	PHX	1010
37185	PHX	TUS	111
37189	RDU	PHX	1891
37190	PHX	TUS	111
37191	TUS	PHX	111
37192	PHX	RDU	1891
37196	MIA	DFW	1121
37197	DFW	TUS	814
37199	TUS	IAH	936
37200	IAH	RSW	862
37204	ABQ	TUS	321
37206	TUS	ABQ	321
37210	TUS	SFO	752
37211	SFO	TUS	752
37213	TUS	SFO	752
37214	SFO	TUS	752
37216	TUS	DFW	814
37217	DFW	MSP	852
37218	MSP	DFW	852
37219	DFW	TUS	814
37221	PHX	SFO	651
37222	SFO	PHX	651
37226	TUS	PHX	111
37227	PHX	SEA	1107
37228	SEA	PHX	1107
37229	PHX	TUS	111
37231	PHX	SFO	651
37232	SFO	KIX	5413
37233	KIX	SFO	5413
37234	SFO	TUS	752
37238	TUS	LAS	365
37239	LAS	DEN	629
37241	YQL	YYC	117
37242	YYC	SFO	1019
37243	SFO	YYC	1019
37244	YYC	YQL	117
37248	TUS	MDW	1440
37249	MDW	TUS	1440
37253	ITO	OGG	121
37254	OGG	PHX	2845
37255	PHX	TUS	111
37256	TUS	PHX	111
37257	PHX	OGG	2845
37258	OGG	ITO	121
37262	GTF	SLC	464
37263	SLC	TUS	601
37264	TUS	SLC	601
37265	SLC	GTF	464
37271	LHR	LAX	5456
37272	LAX	TUS	452
37273	TUS	LAX	452
37274	LAX	LHR	5456
37275	LHR	LIS	973
37276	LIS	LHR	973
37278	SDF	DFW	733
37279	DFW	TUS	814
37280	TUS	SLC	601
37281	SLC	MSP	992
37282	MSP	SDF	604
37284	SDF	DFW	733
37285	DFW	TUS	814
37286	TUS	SLC	601
37287	SLC	MSP	992
37288	MSP	SDF	604
37290	TUS	SLC	601
37291	SLC	TUS	601
37295	TUS	DFW	814
37296	DFW	MEX	936
37297	MEX	DFW	936
37298	DFW	TUS	814
37300	TUS	MDW	1440
37301	MDW	TUS	1440
37303	ATL	TUS	1542
37304	TUS	ATL	1542
37308	PHX	DTW	1671
37309	DTW	BOS	633
37310	BOS	DTW	633
37311	DTW	PHX	1671
37315	TUS	ORD	1437
37317	MDW	TUS	1440
37321	TUS	SLC	601
37322	SLC	JAC	205
37323	JAC	SLC	205
37324	SLC	TUS	601
37326	TUS	SLC	601
37327	SLC	JAC	205
37328	JAC	SLC	205
37329	SLC	TUS	601
37333	LAX	TUS	452
37334	TUS	LAX	452
37338	IAH	PHX	1009
37339	PHX	TUS	111
37340	TUS	PHX	111
37341	PHX	IAH	1009
37355	PHX	SLC	508
37356	SLC	PHX	508
37358	PHX	SLC	508
37359	SLC	PHX	508
37361	PHX	SLC	508
37362	SLC	PHX	508
37364	PHX	SLC	508
37365	SLC	PHX	508
37367	PHX	SLC	508
37368	SLC	PHX	508
37370	PHX	SLC	508
37371	SLC	PHX	508
37373	PHX	SLC	508
37374	SLC	PHX	508
37376	PHX	SLC	508
37377	SLC	PHX	508
37379	PHX	SLC	508
37380	SLC	PHX	508
37386	PHX	SLC	508
37387	SLC	PHX	508
37395	PHX	SLC	508
37396	SLC	PHX	508
37398	PHX	SLC	508
37399	SLC	PHX	508
37401	PHX	SLC	508
37402	SLC	PHX	508
37410	TUS	DEN	639
37411	DEN	CHI	902
37412	CHI	WAS	596
37413	WAS	CHI	596
37417	TUS	DFW	814
37418	DFW	MIA	1121
37419	MIA	DFW	1121
37420	DFW	TUS	814
37424	ATL	PHX	1588
37425	PHX	TUS	111
37426	TUS	DEN	639
37427	DEN	ATL	1200
37429	OAK	PHX	646
37430	PHX	TUS	111
37431	TUS	PHX	111
37432	PHX	OAK	646
37434	SLC	TUS	601
37435	TUS	SLC	601
37437	DFW	GSO	999
37438	GSO	DFW	999
37439	DFW	TUS	814
37440	TUS	DFW	814
37442	TUS	ABQ	321
37443	ABQ	TUS	321
37445	TUS	ABQ	321
37446	ABQ	TUS	321
37450	TUS	LAX	452
37451	LAX	TUS	452
37453	TUS	LAX	452
37454	LAX	TUS	452
37456	TUS	LAX	452
37457	LAX	TUS	452
37461	TUS	ORD	1437
37462	ORD	YUL	748
37463	YUL	ORD	748
37464	ORD	TUS	1437
37468	TUS	SFO	752
37469	SFO	TUS	752
37473	TUS	ABQ	321
37475	SJC	SAN	418
37476	SAN	TUS	368
37477	TUS	SAN	368
37478	SAN	SJC	418
37480	TUS	ABQ	321
37481	ABQ	TUS	321
37483	DUB	ORK	144
37487	TUS	SFO	752
37488	SFO	TUS	752
37490	TUS	SFO	752
37491	SFO	TUS	752
37495	BHM	DEN	1083
37496	DEN	TUS	639
37497	TUS	ATL	1542
37498	ATL	BHM	135
37500	TUS	LAS	365
37501	LAS	TUS	365
37503	IAH	TUS	936
37504	TUS	IAH	936
37506	TUS	ORD	1437
37507	ORD	DFW	802
37508	DFW	TUS	814
37510	TUS	ORD	1437
37511	ORD	DFW	802
37512	DFW	TUS	814
37514	TUS	ORD	1437
37515	ORD	DFW	802
37516	DFW	TUS	814
37518	TUS	ORD	1437
37519	ORD	DFW	802
37520	DFW	TUS	814
37528	PHX	DEN	602
37529	DEN	PHX	602
37533	TUS	IAH	936
37534	IAH	DCA	1208
37535	DCA	IAH	1208
37536	IAH	TUS	936
37538	PHX	SFO	651
37539	SFO	LAS	414
37540	LAS	PHX	256
37542	MCO	DFW	985
37543	DFW	TUS	814
37545	TUS	PHX	111
37546	PHX	MCO	1849
37548	TUS	PHX	111
37549	PHX	MCO	1849
37551	MCO	DFW	985
37552	DFW	TUS	814
37554	TUS	DFW	814
37555	DFW	MCO	985
37556	MCO	DFW	985
37557	DFW	TUS	814
37559	TUS	DFW	814
37560	DFW	MCO	985
37561	MCO	DFW	985
37562	DFW	TUS	814
37564	SFO	TUS	752
37566	TUS	LAX	452
37567	LAX	SFO	338
37569	TUS	DEN	639
37570	DEN	SFO	968
37571	SFO	LAX	338
37572	LAX	TUS	452
37574	TUS	LAS	365
37575	LAS	TUS	365
37577	TUS	PHX	111
37578	PHX	DCA	1979
37579	DCA	PHX	1979
37580	PHX	TUS	111
37584	TUS	ATL	1542
37585	ATL	DCA	548
37586	DCA	ATL	548
37587	ATL	TUS	1542
37591	TUS	PHX	111
37592	PHX	SNA	339
37593	SNA	PHX	339
37594	PHX	TUS	111
37596	TUS	ORD	1437
37597	ORD	TUS	1437
37599	TUS	DEN	639
37600	DEN	TUS	639
37602	TUS	DEN	639
37603	DEN	TUS	639
37605	LAX	IAD	2288
37606	IAD	YUL	489
37608	TUS	LAX	452
37610	LAX	TUS	452
37612	DFW	YUL	1513
37613	YUL	ORD	748
37614	ORD	TUS	1437
37615	TUS	DFW	814
37617	TUS	DFW	814
37618	DFW	YUL	1513
37619	YUL	ORD	748
37620	ORD	TUS	1437
37622	LAX	SFO	338
37623	SFO	LAX	338
37624	LAX	TUS	452
37625	TUS	LAX	452
37629	TUS	SEA	1216
37630	SEA	TUS	1216
37634	TUS	ORD	1437
37635	ORD	YUL	748
37636	YUL	ORD	748
37637	ORD	TUS	1437
37641	TUS	PHX	111
37642	PHX	EWR	2133
37643	EWR	IAH	1400
37644	IAH	TUS	936
37646	TUS	PHX	111
37647	PHX	MSP	1277
37648	MSP	PHX	1277
37649	PHX	TUS	111
37651	TUS	PHX	111
37652	PHX	MSP	1277
37653	MSP	PHX	1277
37654	PHX	TUS	111
37658	TUS	LAX	452
37659	LAX	SMF	373
37660	SMF	LAX	373
37661	LAX	TUS	452
37663	TUS	DFW	814
37664	DFW	MSY	448
37665	MSY	DFW	448
37666	DFW	TUS	814
37668	TUS	SLC	601
37669	SLC	TUS	601
37671	TUS	DEN	639
37672	DEN	TUS	639
37674	TUS	PHX	111
37675	PHX	SMF	647
37676	SMF	PHX	647
37677	PHX	TUS	111
37679	TUS	ABQ	321
37680	ABQ	SLC	494
37681	SLC	LAS	368
37682	LAS	TUS	365
37684	TUS	ABQ	321
37685	ABQ	SLC	494
37686	SLC	LAS	368
37687	LAS	TUS	365
37689	TUS	LAX	452
37690	LAX	SMF	373
37691	SMF	PHX	647
37692	PHX	TUS	111
37694	SMF	LAX	373
37695	LAX	TUS	452
37696	TUS	LAX	452
37697	LAX	SMF	373
37699	SMF	LAX	373
37700	LAX	TUS	452
37701	TUS	LAX	452
37702	LAX	SMF	373
37706	DCA	PHX	1979
37707	PHX	TUS	111
37709	PHX	ATL	1588
37710	ATL	DCA	548
37712	TUS	LAX	452
37713	LAX	YVR	1081
37714	YVR	LAX	1081
37715	LAX	TUS	452
37717	TUS	LAX	452
37718	LAX	TUS	452
37720	TUS	DEN	639
37721	DEN	STL	770
37722	STL	DEN	770
37723	DEN	TUS	639
37727	SLC	TUS	601
37728	TUS	SLC	601
37729	SLC	SEA	689
37730	SEA	SLC	689
37732	TUS	DEN	639
37733	DEN	ATL	1200
37734	ATL	DEN	1200
37735	DEN	TUS	639
37737	TUS	SFO	752
37738	SFO	LAX	338
37739	LAX	TUS	452
37743	DCA	MSP	931
37744	MSP	DCA	931
37746	JFK	MSP	1029
37747	MSP	JFK	1029
37751	PHX	SEA	1107
37752	SEA	PHX	1107
37754	SEA	SLC	689
37755	SLC	MSP	992
37756	MSP	SEA	1399
37758	YYZ	ORD	437
37759	ORD	MSP	335
37760	MSP	YYZ	679
37762	EWR	PHX	2133
37763	PHX	TUS	111
37764	TUS	PHX	111
37765	PHX	EWR	2133
37769	LAS	TUS	365
37770	TUS	LAS	365
37774	TUS	DEN	639
37775	DEN	DCA	1476
37776	DCA	DEN	1476
37777	DEN	TUS	639
37779	TUS	MDW	1440
37780	MDW	PVD	843
37781	PVD	MDW	843
37782	MDW	TUS	1440
37786	PHX	ABQ	329
37787	ABQ	PHX	329
37791	TUS	PHX	111
37792	PHX	SFO	651
37793	SFO	TUS	752
37795	TUS	SFO	752
37796	SFO	TUS	752
37798	TUS	DEN	639
37799	DEN	TUS	639
37801	TUS	DEN	639
37802	DEN	TUS	639
37804	TUS	DEN	639
37805	DEN	TUS	639
37809	TUS	DFW	814
37810	DFW	BWI	1217
37811	BWI	DFW	1217
37812	DFW	TUS	814
37816	TUS	SAN	368
37817	SAN	TUS	368
