SORT	ORIG	DEST	Distance
5239	TUS	ORD	1437
5240	ORD	PHX	1440
5241	PHX	TUS	111
5245	TUS	ABQ	321
5246	ABQ	TUS	321
5248	TUS	DFW	814
5249	DFW	YYZ	1200
5250	YYZ	DFW	1200
5251	DFW	TUS	814
5255	TUS	PHX	111
5256	PHX	SNA	339
5257	SNA	PHX	339
5258	PHX	TUS	111
5262	BWI	ATL	577
5263	ATL	TUS	1542
5264	TUS	MSP	1298
5265	MSP	BWI	937
5267	ATL	LAX	1947
5268	LAX	TUS	452
5269	TUS	PHX	111
5270	PHX	ATL	1588
5274	TUS	DEN	639
5275	DEN	ORD	889
5276	ORD	DFW	802
5277	DFW	TUS	814
5281	TUS	PHX	111
5282	PHX	SMF	647
5283	SMF	PHX	647
5284	PHX	TUS	111
5286	SJO	DFW	1776
5287	DFW	TUS	814
5288	TUS	DFW	814
5289	DFW	SJO	1776
5293	TUS	DFW	814
5294	DFW	GSO	999
5295	GSO	DFW	999
5296	DFW	TUS	814
5298	TUS	LAX	452
5299	LAX	TUS	452
5303	TUS	SAN	368
5304	SAN	TUS	368
5308	TUS	LAX	452
5309	LAX	WAS	2311
5310	WAS	MUC	4249
5311	MUC	BEG	474
5315	TUS	ABQ	321
5316	ABQ	TUS	321
5322	PHX	SAT	843
5323	SAT	PHX	843
5325	PHX	SAT	843
5326	SAT	PHX	843
5328	PHX	SAN	305
5329	SAN	PHX	305
5331	PHX	LHR	5271
5332	LHR	PHX	5271
5338	TUS	MCO	1785
5339	MCO	DFW	985
5340	DFW	TUS	814
5342	TUS	LAS	365
5343	LAS	TUS	365
5345	TUS	LAS	365
5346	LAS	TUS	365
5348	TUS	SAN	368
5349	SAN	TUS	368
5351	TUS	SAN	368
5352	SAN	TUS	368
5354	TUS	ABQ	321
5355	ABQ	MCO	1553
5356	MCO	LAS	2040
5357	LAS	TUS	365
5359	TUS	SAN	368
5360	SAN	TUS	368
5362	TUS	IAH	936
5363	IAH	BOS	1598
5364	BOS	IAH	1598
5365	IAH	TUS	936
5367	TUS	IAH	936
5368	IAH	BOS	1598
5369	BOS	IAH	1598
5370	IAH	TUS	936
5372	TUS	DFW	814
5373	DFW	MCO	985
5374	MCO	DFW	985
5375	DFW	TUS	814
5379	TUS	ORD	1437
5380	ORD	TUS	1437
5382	TUS	SAN	368
5383	SAN	TUS	368
5385	TUS	ATL	1542
5386	ATL	TUS	1542
5388	TUS	ATL	1542
5389	ATL	TUS	1542
5393	TUS	ATL	1542
5394	ATL	PHL	667
5395	PHL	ATL	667
5396	ATL	TUS	1542
5400	TUS	SLC	601
5401	SLC	DCA	1852
5402	DCA	ATL	548
5403	ATL	TUS	1542
5405	HOU	DEN	883
5406	DEN	SFO	968
5407	SFO	CHI	1861
5408	CHI	DTT	238
5410	TUS	SLC	601
5411	SLC	HNL	2994
5412	HNL	SLC	2994
5413	SLC	TUS	601
5415	TUS	SLC	601
5416	SLC	HNL	2994
5417	HNL	SLC	2994
5418	SLC	TUS	601
5422	TUS	DFW	814
5423	DFW	SDF	733
5424	SDF	DFW	733
5425	DFW	TUS	814
5427	TUS	LAX	452
5428	LAX	TUS	452
5432	CLL	IAH	74
5433	IAH	PHX	1009
5434	PHX	IAH	1009
5435	IAH	CLL	74
5437	PHX	IAH	1009
5438	IAH	PHX	1009
5442	TUS	CLT	1735
5443	CLT	ATL	227
5444	ATL	LAS	1747
5445	LAS	TUS	365
5451	TUS	ORD	1437
5452	ORD	LHR	3953
5453	LHR	TBS	2227
5454	TBS	PRG	1578
5458	TUS	PHX	111
5459	PHX	SAT	843
5460	SAT	DEN	795
5461	DEN	TUS	639
5472	PHX	MSP	1277
5473	MSP	DTW	529
5474	DTW	ITH	354
5475	ITH	DTW	354
5477	TUS	ATL	1542
5478	ATL	ZRH	4691
5479	ZRH	ATL	4691
5480	ATL	TUS	1542
5484	TUS	SLC	601
5485	SLC	BOI	291
5486	BOI	SLC	291
5487	SLC	TUS	601
5489	TUS	MDW	1440
5490	MDW	TUS	1440
5492	TUS	MDW	1440
5493	MDW	TUS	1440
5495	TUS	LAX	452
5496	LAX	SJC	308
5497	SJC	PHX	622
5498	PHX	TUS	111
5500	TUS	LAX	452
5501	LAX	SJC	308
5502	SJC	PHX	622
5503	PHX	TUS	111
5505	BOS	MSP	1125
5506	MSP	SJC	1576
5507	SJC	MSP	1576
5508	MSP	BOS	1125
5512	DTW	PHX	1671
5513	PHX	DTW	1671
5515	TUS	DFW	814
5516	DFW	SJU	2166
5517	SJU	DFW	2166
5518	DFW	TUS	814
5520	TUS	DFW	814
5521	DFW	SJU	2166
5522	SJU	DFW	2166
5523	DFW	TUS	814
5525	TUS	IAH	936
5526	IAH	CDG	5027
5527	CDG	IAH	5027
5528	IAH	TUS	936
5530	TUS	OKC	800
5531	OKC	DFW	176
5532	DFW	TUS	814
5534	TUS	ORD	1437
5535	ORD	TUS	1437
5537	TUS	ATL	1542
5538	ATL	AVL	165
5539	AVL	ATL	165
5540	ATL	TUS	1542
5542	TUS	ATL	1542
5543	ATL	AVL	165
5544	AVL	ATL	165
5545	ATL	TUS	1542
5547	TUS	DFW	814
5548	DFW	STL	551
5549	STL	DFW	551
5550	DFW	TUS	814
5552	TUS	DFW	814
5553	DFW	STL	551
5554	STL	DFW	551
5555	DFW	TUS	814
5559	TUS	ATL	1542
5560	ATL	CDG	4395
5561	CDG	LYS	257
5562	LYS	JFK	3834
5564	TUS	DFW	814
5565	DFW	HOU	248
5566	HOU	DFW	248
5567	DFW	TUS	814
5569	TUS	DFW	814
5570	DFW	HOU	248
5571	HOU	DFW	248
5572	DFW	TUS	814
5574	TUS	DFW	814
5575	DFW	HOU	248
5576	HOU	DFW	248
5577	DFW	BWI	1217
5581	BUF	MDW	469
5582	MDW	TUS	1440
5583	TUS	MDW	1440
5584	MDW	BUF	469
5588	TUS	BUR	454
5589	BUR	LAS	224
5590	LAS	TUS	365
5592	TUS	BUR	454
5593	BUR	LAS	224
5594	LAS	TUS	365
5598	RDU	DFW	1062
5599	DFW	TUS	814
5600	TUS	DFW	814
5601	DFW	RDU	1062
5603	LAX	PHX	371
5604	PHX	TUS	111
5605	TUS	LAX	452
5607	TUS	PHX	111
5608	PHX	BDL	2213
5609	BDL	CLT	644
5610	CLT	TUS	1735
5612	TUS	PHX	111
5613	PHX	BDL	2213
5614	BDL	CLT	644
5615	CLT	TUS	1735
5631	IST	CDG	1393
5633	DEN	TUS	639
5634	TUS	DEN	639
5636	STL	DFW	551
5637	DFW	TUS	814
5638	TUS	DFW	814
5639	DFW	RDU	1062
5641	DEN	TUS	639
5642	TUS	DEN	639
5644	YQL	YYC	117
5645	YYC	YVR	429
5646	YVR	SMF	730
5647	SMF	SFO	86
5648	SFO	YYC	1019
5649	YYC	YQL	117
5651	TUS	SFO	752
5652	SFO	LAX	338
5653	LAX	TUS	452
5655	DEN	TUS	639
5656	TUS	DEN	639
5660	TUS	LAX	452
5661	LAX	SJC	308
5662	SJC	LAX	308
5663	LAX	TUS	452
5667	TUS	ATL	1542
5668	ATL	DCA	548
5669	DCA	ATL	548
5670	ATL	TUS	1542
5672	TUS	ATL	1542
5673	ATL	DCA	548
5674	DCA	ATL	548
5675	ATL	TUS	1542
5679	TUS	DFW	814
5680	DFW	BWI	1217
5681	BWI	DFW	1217
5682	DFW	TUS	814
5684	TUS	DFW	814
5685	DFW	BWI	1217
5686	BWI	DFW	1217
5687	DFW	TUS	814
5691	TUS	DFW	814
5692	DFW	BOS	1562
5693	BOS	LHR	3265
5694	LHR	MUC	587
5701	TUS	ABQ	321
5702	ABQ	TUS	321
5704	TUS	ABQ	321
5705	ABQ	TUS	321
5707	TUS	ABQ	321
5708	ABQ	TUS	321
5710	TUS	DFW	814
5711	DFW	LHR	4751
5712	LHR	AMS	231
5713	AMS	LHR	231
5715	TUS	SAN	368
5716	SAN	TUS	368
5720	TUS	LAX	452
5721	LAX	TUS	452
5726	DFW	LHR	4751
5727	LHR	AMS	231
5728	AMS	LHR	231
5729	LHR	DFW	4751
5730	DFW	TUS	814
5732	TUS	LAX	452
5733	LAX	TUS	452
5735	TUS	LAX	452
5736	LAX	TUS	452
5740	TUS	LAX	452
5741	LAX	TUS	452
5743	TUS	LAX	452
5744	LAX	TUS	452
5748	TUS	ORD	1437
5749	ORD	DFW	802
5750	DFW	TUS	814
5754	TUS	PHX	111
5755	PHX	BOS	2300
5756	BOS	PHX	2300
5757	PHX	TUS	111
5767	SJC	JFK	2570
5768	JFK	LGB	2465
5769	LGB	SJC	324
5771	TUS	LAX	452
5772	LAX	SJC	308
5773	SJC	TUS	722
5775	TUS	LAX	452
5776	LAX	SJC	308
5777	SJC	TUS	722
5779	TUS	LAS	365
5780	LAS	SJC	387
5781	SJC	TUS	722
5783	TUS	LAX	452
5784	LAX	SJC	308
5785	SJC	TUS	722
5787	TUS	SJC	722
5788	SJC	TUS	722
5790	TUS	LAX	452
5791	LAX	SJC	308
5792	SJC	TUS	722
5794	TUS	SJC	722
5795	SJC	TUS	722
5797	TUS	LAX	452
5798	LAX	SJC	308
5799	SJC	TUS	722
5801	TUS	SJC	722
5802	SJC	TUS	722
5804	TUS	SAN	368
5805	SAN	SFO	447
5806	SFO	TUS	752
5808	TUS	SJC	722
5809	SJC	TUS	722
5813	TUS	LAS	365
5814	LAS	SJC	387
5815	SJC	TUS	722
5817	TUS	SJC	722
5818	SJC	TUS	722
5820	TUS	LAX	452
5821	LAX	SJC	308
5822	SJC	TUS	722
5824	TUS	LAX	452
5825	LAX	SJC	308
5826	SJC	TUS	722
5828	TUS	SJC	722
5829	SJC	TUS	722
5831	TUS	SJC	722
5832	SJC	TUS	722
5834	TUS	SJC	722
5835	SJC	TUS	722
5837	TUS	SJC	722
5838	SJC	TUS	722
5840	TUS	SAN	368
5841	SAN	SFO	447
5842	SFO	TUS	752
5844	TUS	SJC	722
5845	SJC	TUS	722
5851	SAN	SFO	447
5852	SFO	KOA	2368
5853	KOA	LAX	2504
5854	LAX	SAN	110
5858	BWI	PHX	1999
5859	PHX	TUS	111
5863	TUS	DFW	814
5864	DFW	LHR	4751
5865	LHR	DFW	4751
5866	DFW	TUS	814
5868	TUS	LAX	452
5869	LAX	TUS	452
5871	TUS	LAX	452
5872	LAX	TUS	452
5874	TUS	BWI	1977
5875	BWI	MDW	611
5876	MDW	TUS	1440
5878	LGA	DFW	1389
5879	DFW	TUS	814
5880	TUS	DFW	814
5881	DFW	LGA	1389
5883	LGA	DFW	1389
5884	DFW	TUS	814
5885	TUS	DFW	814
5886	DFW	LGA	1389
5888	LGA	DFW	1389
5889	DFW	TUS	814
5890	TUS	DFW	814
5891	DFW	LGA	1389
5893	LGA	DFW	1389
5894	DFW	TUS	814
5895	TUS	DFW	814
5896	DFW	LGA	1389
5908	MSP	DEN	680
5909	DEN	TUS	639
5911	TUS	PHX	111
5912	PHX	MSP	1277
5916	LAS	TUS	365
5918	TUS	SFO	752
5919	SFO	PHX	651
5920	PHX	TUS	111
5922	TUS	DEN	639
5923	DEN	ICT	420
5925	TUS	LAX	452
5927	TUS	ORD	1437
5928	ORD	TUS	1437
5930	TUS	ORD	1437
5931	ORD	TUS	1437
5933	TUS	ORD	1437
5934	ORD	TUS	1437
5936	LGA	DFW	1389
5937	DFW	TUS	814
5938	TUS	DFW	814
5939	DFW	LGA	1389
5941	TUS	ORD	1437
5942	ORD	TUS	1437
5944	TUS	ORD	1437
5945	ORD	TUS	1437
5947	TUS	ORD	1437
5948	ORD	TUS	1437
5950	TUS	ORD	1437
5951	ORD	TUS	1437
5953	ATL	TUS	1542
5954	TUS	ATL	1542
5956	LAS	IAH	1222
5957	IAH	TUS	936
5959	BUR	PHX	369
5960	PHX	TUS	111
5961	TUS	PHX	111
5962	PHX	BUR	369
5964	LAX	TUS	452
5966	TUS	LAS	365
5968	LAX	TUS	452
5969	TUS	LAX	452
5991	TUS	ORD	1437
5992	ORD	TUS	1437
5994	TUS	ORD	1437
5995	ORD	TUS	1437
5997	TUS	ORD	1437
5998	ORD	TUS	1437
6000	TUS	ORD	1437
6001	ORD	TUS	1437
6003	TUS	ORD	1437
6004	ORD	TUS	1437
6006	TUS	ORD	1437
6007	ORD	TUS	1437
6009	TUS	ORD	1437
6010	ORD	TUS	1437
6012	TUS	ORD	1437
6013	ORD	TUS	1437
6015	TUS	ORD	1437
6016	ORD	TUS	1437
6018	TUS	DFW	814
6019	DFW	TUL	237
6020	TUL	DFW	237
6021	DFW	TUS	814
6023	TUS	ORD	1437
6024	ORD	TUS	1437
6026	TUS	ORD	1437
6027	ORD	TUS	1437
6029	TUS	ORD	1437
6030	ORD	TUS	1437
6032	TUS	DFW	814
6033	DFW	TUL	237
6034	TUL	DFW	237
6035	DFW	TUS	814
6037	TUS	DFW	814
6038	DFW	TUL	237
6039	TUL	DFW	237
6040	DFW	TUS	814
6042	TUS	DFW	814
6043	DFW	TUL	237
6044	TUL	DFW	237
6045	DFW	TUS	814
6047	TUS	DFW	814
6048	DFW	TUL	237
6049	TUL	DFW	237
6050	DFW	TUS	814
6054	TUS	ORD	1437
6055	ORD	TUS	1437
6057	TUS	ORD	1437
6058	ORD	TUS	1437
6060	TUS	DFW	814
6061	DFW	TUL	237
6062	TUL	DFW	237
6063	DFW	TUS	814
6065	TUS	DFW	814
6066	DFW	TUL	237
6067	TUL	DFW	237
6068	DFW	TUS	814
6072	LAX	TUS	452
6073	TUS	LAX	452
6107	TUS	DFW	814
6108	DFW	TUS	814
6110	TUS	DFW	814
6111	DFW	AUS	190
6112	AUS	DFW	190
6113	DFW	TUS	814
6115	TUS	DFW	814
6116	DFW	AUS	190
6117	AUS	DFW	190
6118	DFW	TUS	814
6120	MSP	PHX	1277
6121	PHX	MSP	1277
6147	TUS	SJC	722
6148	SJC	SAN	418
6149	SAN	TUS	368
6151	TUS	LAS	365
6152	LAS	TUS	365
6154	TUS	SJC	722
6155	SJC	SAN	418
6156	SAN	TUS	368
6158	TUS	SJC	722
6159	SJC	SAN	418
6160	SAN	TUS	368
6162	TUS	SJC	722
6163	SJC	SAN	418
6164	SAN	TUS	368
6166	TUS	SJC	722
6167	SJC	SAN	418
6168	SAN	TUS	368
6170	TUS	SJC	722
6171	SJC	SAN	418
6172	SAN	TUS	368
6174	TUS	SJC	722
6175	SJC	SAN	418
6176	SAN	TUS	368
6178	TUS	ABQ	321
6179	ABQ	TUS	321
6181	GEG	DEN	836
6182	DEN	DFW	642
6183	DFW	TUS	814
6185	TUS	CLT	1735
6186	CLT	ATL	227
6187	ATL	PHX	1588
6188	PHX	BFL	426
6189	BFL	PHX	426
6190	PHX	TUS	111
6192	LGA	CLT	545
6193	CLT	TUS	1735
6194	TUS	CLT	1735
6195	CLT	LGA	545
6199	TUS	SLC	601
6200	SLC	TUS	601
6202	TUS	SLC	601
6203	SLC	TUS	601
6205	TUS	SLC	601
6206	SLC	TUS	601
6208	TUS	SLC	601
6209	SLC	TUS	601
6211	TUS	SLC	601
6212	SLC	TUS	601
6214	DFW	TUS	814
6215	TUS	DFW	814
6217	ABQ	DFW	569
6218	DFW	TUS	814
6232	OKC	DEN	496
6233	DEN	TUS	639
6234	TUS	DEN	639
6235	DEN	OKC	496
6237	TUS	ABQ	321
6239	ONT	LAS	197
6240	LAS	TUS	365
6241	TUS	LAS	365
6242	LAS	ONT	197
6244	TUS	DEN	639
6245	DEN	TUS	639
6247	TUS	DEN	639
6248	DEN	TUS	639
6250	TUS	DEN	639
6251	DEN	TUS	639
6253	TUS	DEN	639
6254	DEN	TUS	639
6256	TUS	DEN	639
6257	DEN	TUS	639
6259	TUS	DEN	639
6260	DEN	TUS	639
6262	TUS	DEN	639
6263	DEN	TUS	639
6265	TUS	DEN	639
6266	DEN	TUS	639
6268	TUS	DEN	639
6269	DEN	TUS	639
6271	TUS	DEN	639
6272	DEN	TUS	639
6274	TUS	DEN	639
6275	DEN	TUS	639
6277	TUS	DEN	639
6278	DEN	TUS	639
6280	TUS	DEN	639
6281	DEN	TUS	639
6283	TUS	DEN	639
6284	DEN	TUS	639
6286	TUS	DEN	639
6287	DEN	TUS	639
6289	TUS	DEN	639
6290	DEN	TUS	639
6292	TUS	DEN	639
6293	DEN	TUS	639
6295	TUS	DEN	639
6296	DEN	TUS	639
6298	TUS	DEN	639
6299	DEN	TUS	639
6301	LAX	SEA	954
6302	SEA	TUS	1216
6304	TUS	DFW	814
6305	DFW	LGA	1389
6306	LGA	DFW	1389
6307	DFW	TUS	814
6309	TUS	DFW	814
6310	DFW	LBB	282
6311	LBB	DFW	282
6312	DFW	TUS	814
6314	SEA	PHX	1107
6315	PHX	TUS	111
6316	TUS	SEA	1216
6318	TUS	PHX	111
6319	PHX	BFL	426
6323	SAN	TUS	368
6325	TUS	LAX	452
6327	TUS	LAX	452
6329	LAX	SEA	954
6330	SEA	TUS	1216
6356	TUS	DFW	814
6357	DFW	LBB	282
6358	LBB	DFW	282
6359	DFW	TUS	814
6361	TUS	DFW	814
6362	DFW	LBB	282
6363	LBB	DFW	282
6364	DFW	TUS	814
6366	TUS	DFW	814
6367	DFW	LBB	282
6368	LBB	DFW	282
6369	DFW	TUS	814
6371	TUS	IAH	936
6372	IAH	TUS	936
6374	TUS	IAH	936
6375	IAH	TUS	936
6377	RNO	PHX	601
6378	PHX	TUS	111
6380	ELP	PHX	348
6381	PHX	TUS	111
6383	TUS	LAS	365
6384	LAS	RNO	346
6400	TUS	DFW	814
6401	DFW	AUS	190
6402	AUS	DFW	190
6403	DFW	TUS	814
6405	TUS	ATL	1542
6406	ATL	MCO	404
6407	MCO	CLT	468
6408	CLT	ATL	227
6409	ATL	TUS	1542
6411	TPA	DFW	929
6412	DFW	TUS	814
6413	TUS	DFW	814
6414	DFW	TPA	929
6416	PIA	DFW	673
6417	DFW	TUS	814
6418	TUS	ORD	1437
6419	ORD	PIA	130
6447	LAX	TUS	452
6448	TUS	LAX	452
6450	TUS	OAK	748
6451	OAK	TUS	748
6453	TUS	OAK	748
6454	OAK	TUS	748
6456	TUS	OAK	748
6457	OAK	TUS	748
6459	TUS	OAK	748
6460	OAK	TUS	748
6462	LAX	TUS	452
6464	TUS	SAN	368
6466	LAX	TUS	452
6467	TUS	LAX	452
6469	TUS	SAN	368
6470	SAN	TUS	368
6472	LAX	TUS	452
6473	TUS	LAX	452
6475	IAH	TUS	936
6476	TUS	IAH	936
6478	TUS	LAX	452
6480	SNA	PHX	339
6481	PHX	TUS	111
6482	TUS	PHX	111
6483	PHX	SNA	339
6485	PHX	TUS	111
6486	TUS	PHX	111
6490	SHV	DFW	190
6491	DFW	TUS	814
6492	TUS	DFW	814
6493	DFW	SHV	190
6495	ORD	DFW	802
6496	DFW	TUS	814
6497	TUS	ORD	1437
6511	TUS	MDW	1440
6512	MDW	TUS	1440
6514	SAN	TUS	368
6515	TUS	SAN	368
6517	OAK	SAN	447
6518	SAN	TUS	368
6519	TUS	OAK	748
6521	ONT	PHX	325
6522	PHX	TUS	111
6523	TUS	PHX	111
6524	PHX	ONT	325
6526	TUS	PHX	111
6527	PHX	ELP	348
6528	ELP	PHX	348
6529	PHX	TUS	111
6531	ASA	RFD	7554
6533	SMF	DFW	1431
6534	DFW	MEM	432
6538	TUS	DFW	814
6539	DFW	MEM	432
6541	TUS	DFW	814
6542	DFW	ATL	732
6543	ATL	DFW	732
6544	DFW	TUS	814
6546	ATL	TUS	1542
6547	MEM	ATL	332
6548	ATL	PNS	272
6549	PNS	PFN	92
6550	PFN	ATL	248
6552	MEM	ATL	332
6553	ATL	TUS	1542
6575	TUS	LAS	365
6576	LAS	TUS	365
6578	TUS	LAS	365
6579	LAS	TUS	365
6581	TUS	LAX	452
6583	LAX	TUS	452
6584	TUS	LAX	452
6586	TUS	PHX	111
6587	PHX	PDX	1010
6588	PDX	PHX	1010
6589	PHX	TUS	111
6591	TUS	PHX	111
6592	PHX	SMF	647
6594	TUS	PHX	111
6595	PHX	BUR	369
6596	BUR	PHX	369
6597	PHX	TUS	111
6599	TUS	PHX	111
6600	PHX	OGG	2845
6601	OGG	PHX	2845
6602	PHX	TUS	111
6604	TUS	PHX	111
6605	PHX	OGG	2845
6606	OGG	PHX	2845
6607	PHX	TUS	111
6609	PHX	OGG	2845
6610	OGG	PHX	2845
6611	PHX	TUS	111
6612	TUS	PHX	111
6614	TUS	PHX	111
6615	PHX	OGG	2845
6616	OGG	PHX	2845
6617	PHX	TUS	111
6619	TUS	PHX	111
6620	PHX	OGG	2845
6621	OGG	PHX	2845
6622	PHX	TUS	111
6624	TUS	PHX	111
6625	PHX	OGG	2845
6626	OGG	PHX	2845
6627	PHX	TUS	111
6629	TUS	PHX	111
6630	PHX	OGG	2845
6631	OGG	PHX	2845
6632	PHX	TUS	111
6634	TUS	PHX	111
6635	PHX	OGG	2845
6636	OGG	PHX	2845
6637	PHX	TUS	111
6639	TUS	PHX	111
6640	PHX	OGG	2845
6641	OGG	PHX	2845
6642	PHX	TUS	111
6644	TUS	PHX	111
6645	PHX	OGG	2845
6646	OGG	PHX	2845
6647	PHX	TUS	111
6649	TUS	PHX	111
6650	PHX	OGG	2845
6651	OGG	PHX	2845
6652	PHX	TUS	111
6654	TUS	PHX	111
6655	PHX	OGG	2845
6656	OGG	PHX	2845
6657	PHX	TUS	111
6659	TUS	PHX	111
6660	PHX	OGG	2845
6661	OGG	PHX	2845
6662	PHX	TUS	111
6664	TUS	PHX	111
6665	PHX	OGG	2845
6666	OGG	PHX	2845
6667	PHX	TUS	111
6669	TUS	PHX	111
6670	PHX	OGG	2845
6671	OGG	PHX	2845
6672	PHX	TUS	111
6674	PHX	TUS	111
6675	TUS	PHX	111
6676	PHX	OGG	2845
6677	OGG	PHX	2845
6679	TUS	PHX	111
6680	PHX	OGG	2845
6681	OGG	PHX	2845
6682	PHX	TUS	111
6684	TUS	PHX	111
6685	PHX	OGG	2845
6686	OGG	PHX	2845
6687	PHX	TUS	111
6689	TUS	PHX	111
6690	PHX	OGG	2845
6691	OGG	PHX	2845
6692	PHX	TUS	111
6694	TUS	PHX	111
6695	PHX	OGG	2845
6696	OGG	PHX	2845
6697	PHX	TUS	111
6699	TUS	PHX	111
6700	PHX	OGG	2845
6701	OGG	PHX	2845
6702	PHX	TUS	111
6704	TUS	PHX	111
6705	PHX	OGG	2845
6706	OGG	PHX	2845
6707	PHX	TUS	111
6709	TUS	PHX	111
6710	PHX	OGG	2845
6711	OGG	PHX	2845
6712	PHX	TUS	111
6714	LBB	DFW	282
6715	DFW	TUS	814
6716	TUS	DFW	814
6717	DFW	LBB	282
6719	MCO	DFW	985
6720	DFW	TUS	814
6721	TUS	MCO	1785
6723	TUS	DFW	814
6724	DFW	TUS	814
6726	TUS	PHX	111
6727	PHX	SEA	1107
6728	SEA	PHX	1107
6729	PHX	TUS	111
6731	TUS	LAS	365
6733	LAX	TUS	452
6734	TUS	LAX	452
6736	TUS	LAX	452
6737	LAX	TUS	452
6759	TUS	LAX	452
6760	LAX	HNL	2556
6761	HNL	LAX	2556
6763	TUS	LAX	452
6764	LAX	HNL	2556
6765	HNL	LAX	2556
6767	TUS	LAX	452
6768	LAX	HNL	2556
6769	HNL	LAX	2556
6771	TUS	LAX	452
6772	LAX	HNL	2556
6773	HNL	LAX	2556
6775	TUS	LAX	452
6776	LAX	HNL	2556
6777	HNL	LAX	2556
6779	TUS	LAX	452
6780	LAX	HNL	2556
6781	HNL	LAX	2556
6783	TUS	LAX	452
6784	LAX	HNL	2556
6785	HNL	LAX	2556
6787	TUS	LAX	452
6788	LAX	HNL	2556
6789	HNL	LAX	2556
6791	TUS	ATL	1542
6792	ATL	MCO	404
6793	MCO	ATL	404
6794	ATL	TUS	1542
6796	TUS	ATL	1542
6797	ATL	MCO	404
6798	MCO	ATL	404
6799	ATL	TUS	1542
6801	TUS	SAN	368
6802	SAN	TUS	368
6804	TUS	LAX	452
6805	LAX	TUS	452
6807	TUS	LAX	452
6808	LAX	TUS	452
6810	LAX	TUS	452
6812	LAX	TUS	452
6814	LAX	TUS	452
6816	LAX	TUS	452
6818	TUS	SAN	368
6819	SAN	TUS	368
6821	TUS	LAX	452
6822	LAX	TUS	452
6824	TUS	LAX	452
6826	TUS	LAX	452
6827	LAX	RNO	391
6828	RNO	LAS	346
6829	LAS	TUS	365
6831	TUS	SAN	368
6832	SAN	TUS	368
6834	TUS	SAN	368
6835	SAN	TUS	368
6837	TUS	SAN	368
6838	SAN	TUS	368
6840	LAX	TUS	452
6842	LAX	TUS	452
6844	LAX	TUS	452
6846	LAX	TUS	452
6900	TUS	ORD	1437
6901	ORD	TUS	1437
6903	TUS	DFW	814
6904	DFW	STL	551
6905	STL	DFW	551
6906	DFW	TUS	814
6908	SLC	TUS	601
6956	TUS	DEN	639
6957	DEN	MSP	680
6958	MSP	DEN	680
6959	DEN	TUS	639
6961	TUS	DEN	639
6962	DEN	MSP	680
6963	MSP	DEN	680
6964	DEN	TUS	639
6966	DEN	TUS	639
6967	TUS	DEN	639
6968	DEN	MSP	680
6969	MSP	DEN	680
6971	TUS	DEN	639
6972	DEN	MSP	680
6973	MSP	DEN	680
6974	DEN	TUS	639
6976	TUS	DEN	639
6977	DEN	MSP	680
6978	MSP	DEN	680
6979	DEN	TUS	639
6981	TUS	DEN	639
6982	DEN	MSP	680
6983	MSP	DEN	680
6984	DEN	TUS	639
6986	TUS	DEN	639
6987	DEN	MSP	680
6988	MSP	DEN	680
6989	DEN	TUS	639
6991	TUS	DEN	639
6992	DEN	MSP	680
6993	MSP	DEN	680
6994	DEN	TUS	639
6996	TUS	DEN	639
6997	DEN	MSP	680
6998	MSP	DEN	680
6999	DEN	TUS	639
7001	TUS	DEN	639
7002	DEN	MSP	680
7003	MSP	DEN	680
7004	DEN	TUS	639
7006	MSP	DEN	680
7007	DEN	TUS	639
7008	TUS	DEN	639
7009	DEN	MSP	680
7011	TUS	DEN	639
7012	DEN	MSP	680
7013	MSP	DEN	680
7014	DEN	TUS	639
7016	TUS	DEN	639
7017	DEN	MSP	680
7018	MSP	DEN	680
7019	DEN	TUS	639
7021	TUS	DEN	639
7022	DEN	MSP	680
7023	MSP	DEN	680
7024	DEN	TUS	639
7026	TUS	DEN	639
7027	DEN	MSP	680
7028	MSP	DEN	680
7029	DEN	TUS	639
7031	TUS	DEN	639
7032	DEN	MSP	680
7033	MSP	DEN	680
7034	DEN	TUS	639
7036	TUS	DEN	639
7037	DEN	MSP	680
7038	MSP	DEN	680
7039	DEN	TUS	639
7041	TUS	DEN	639
7042	DEN	MSP	680
7043	MSP	DEN	680
7044	DEN	TUS	639
7046	TUS	DEN	639
7047	DEN	MSP	680
7048	MSP	DEN	680
7049	DEN	TUS	639
7051	LAX	TUS	452
7053	TUS	LAX	452
7054	LAX	PHX	371
7056	TUS	LAX	452
7057	LAX	TUS	452
7059	TUS	LAX	452
7060	LAX	TUS	452
7062	TUS	LAX	452
7063	LAX	SLC	590
7065	TUS	SAN	368
7066	SAN	TUS	368
7068	TUS	LAX	452
7069	LAX	TUS	452
7071	TUS	LAX	452
7072	LAX	TUS	452
7074	TUS	LAX	452
7075	LAX	TUS	452
7077	TUS	LAX	452
7078	LAX	TUS	452
7080	TUS	LAX	452
7082	TUS	LAX	452
7084	TUS	LAX	452
7086	LAX	TUS	452
7088	LAX	TUS	452
7090	TUS	LAX	452
7091	LAX	TUS	452
7093	TUS	LAX	452
7094	LAX	TUS	452
7096	TUS	LAX	452
7097	LAX	TUS	452
7099	LAX	LAS	237
7101	TUS	LAX	452
7103	LAS	LAX	237
7105	LAX	TUS	452
7107	LAX	TUS	452
7109	LAX	TUS	452
7111	LAX	TUS	452
7113	LAX	TUS	452
7115	PHX	TUS	111
7119	DFW	TUS	814
7120	TUS	ORD	1437
7121	ORD	YYZ	437
