SORT	ORIG	DEST	CO2_Emissions(tons_per_passenger)
12680	DFW	TUS	0.366
12682	MCO	DFW	0.43
12683	DFW	TUS	0.366
12685	TUS	DFW	0.366
12686	DFW	RSW	0.46
12687	RSW	DFW	0.46
12688	DFW	TUS	0.366
12690	TUS	DFW	0.366
12691	DFW	DCA	0.622
12692	DCA	ORD	0.294
12693	ORD	TUS	0.849
12695	MCO	DFW	0.43
12696	DFW	TUS	0.366
12698	MCO	DFW	0.43
12699	DFW	TUS	0.366
12701	MCO	DFW	0.43
12702	DFW	TUS	0.366
12704	MCO	DFW	0.43
12705	DFW	TUS	0.366
12709	TUS	PHX	0.13
12710	PHX	BUR	0.213
12711	BUR	LAX	0.101
12712	LAX	TUS	0.241
12714	TUS	PHX	0.13
12715	PHX	JFK	1.3
12716	JFK	PHX	1.3
12717	PHX	TUS	0.13
12719	TUS	PHX	0.13
12720	PHX	JFK	1.3
12721	JFK	PHX	1.3
12722	PHX	TUS	0.13
12724	MCO	CLT	0.247
12725	CLT	TUS	1
12727	TUS	ABQ	0.199
12728	ABQ	MCO	0.948
12750	LBB	DFW	0.191
12751	DFW	RSW	0.46
12752	RSW	DFW	0.46
12753	DFW	LBB	0.191
12762	TUS	PHX	0.13
12763	PHX	DFW	0.384
12765	TUS	SJC	0.33
12766	SJC	LAX	0.194
12767	LAX	TUS	0.241
12782	NRT	LAX	3.2
12783	LAX	TUS	0.241
12784	TUS	LAX	0.241
12785	LAX	NRT	3.2
12786	NRT	TPE	0.763
12788	TPE	NRT	0.763
12789	NRT	LAX	3.2
12790	LAX	TUS	0.241
12791	TUS	LAX	0.241
12795	TUS	PHX	0.13
12796	PHX	PHL	1.2
12797	PHL	PHX	1.2
12798	PHX	TUS	0.13
12802	BOS	PHX	1.3
12803	PHX	TUS	0.13
12804	TUS	PHX	0.13
12805	PHX	BOS	1.3
12811	TUS	DFW	0.366
12812	DFW	CUU	0.295
12813	CUU	DFW	0.295
12814	DFW	TUS	0.366
12816	TUS	IAH	0.404
12817	IAH	CDG	2.9
12818	CDG	IAH	2.9
12819	IAH	TUS	0.404
12821	TUS	DFW	0.366
12822	DFW	TUS	0.366
12824	TUS	PHX	0.13
12825	PHX	PHL	1.2
12826	PHL	LGA	0.125
12827	JFK	PHX	1.3
12828	PHX	TUS	0.13
12830	DFW	TUS	0.366
12831	DFW	DCA	0.622
12832	DCA	BOS	0.224
12833	BOS	DFW	0.952
12834	TUS	DFW	0.366
12838	TUS	PHX	0.13
12839	PHX	CLT	1.1
12840	CLT	IND	0.234
12841	IND	PHX	0.894
12842	PHX	TUS	0.13
12844	TUS	DEN	0.299
12845	DEN	GEG	0.367
12846	GEG	PHX	0.481
12847	PHX	TUS	0.13
12849	CLL	DFW	0.144
12850	DFW	TUS	0.366
12851	TUS	DFW	0.366
12852	DFW	CLL	0.144
12856	PHX	DCA	1.2
12857	DCA	PHX	1.2
12861	TUS	DFW	0.366
12862	DFW	PHL	0.721
12863	PHL	DFW	0.721
12864	DFW	TUS	0.366
12868	SLC	LAS	0.214
12869	LAS	TUS	0.213
12870	TUS	LAS	0.213
12871	LAS	SLC	0.214
12873	TUS	ABQ	0.199
12874	ABQ	SLC	0.255
12875	SLC	LAS	0.214
12876	LAS	TUS	0.213
12878	TUS	ABQ	0.199
12879	ABQ	SLC	0.255
12880	SLC	LAS	0.214
12881	LAS	TUS	0.213
12883	SLC	LAS	0.214
12884	LAS	TUS	0.213
12886	TUS	LAX	0.241
12887	LAX	FRA	3.4
12888	FRA	DEN	2.9
12889	DEN	TUS	0.299
12891	PHL	MDW	0.312
12892	MDW	SLC	0.688
12896	TUS	ORD	0.849
12897	ORD	PHX	0.851
12898	PHX	TUS	0.13
12902	TUS	MDW	0.851
12903	MDW	PHL	0.312
12904	PHL	LAX	1.4
12910	TUS	DEN	0.299
12911	DEN	WAS	0.892
12912	WAS	CHI	0.291
12913	CHI	DEN	0.392
12915	TUS	DFW	0.366
12916	DFW	DCA	0.622
12917	DCA	ORD	0.294
12918	ORD	TUS	0.849
12922	TUS	LAS	0.213
12923	LAS	BUR	0.166
12925	TUS	LAS	0.213
12926	LAS	TUS	0.213
12928	TUS	LAX	0.241
12929	LAX	TUS	0.241
12933	DEN	PHL	0.959
12934	PHL	MCO	0.378
12935	MCO	ORD	0.466
12936	ORD	SFO	1.1
12937	SFO	PDX	0.274
12938	PDX	LAX	0.368
12939	LAX	YUM	0.171
12943	TUS	PHX	0.13
12944	PHX	SNA	0.204
12945	SNA	PHX	0.204
12946	PHX	TUS	0.13
12948	TUS	LAX	0.241
12949	LAX	TUS	0.241
12951	TUS	LAX	0.241
12952	LAX	TUS	0.241
12956	TUS	PHX	0.13
12957	PHX	DSM	0.594
12958	DSM	DEN	0.291
12959	DEN	TUS	0.299
12961	PHX	TUS	0.13
12962	TUS	PHX	0.13
12963	PHX	DCA	1.2
12964	DCA	BOS	0.224
12965	BOS	PHX	1.3
12967	TUS	DEN	0.299
12968	DEN	TUS	0.299
12970	TUS	SFO	0.34
12971	SFO	TUS	0.34
12973	TUS	SFO	0.34
12974	SFO	TUS	0.34
12978	TUS	DFW	0.366
12979	DFW	AUS	0.152
12980	AUS	DFW	0.152
12981	DFW	TUS	0.366
12983	TUS	SAT	0.344
12984	SAT	DFW	0.174
12985	DFW	TUS	0.366
12987	TUS	SAT	0.344
12988	SAT	DFW	0.174
12989	DFW	TUS	0.366
12991	TUS	SAT	0.344
12992	SAT	DFW	0.174
12993	DFW	TUS	0.366
12995	TUS	PHX	0.13
12996	PHX	AUS	0.379
12997	AUS	DEN	0.346
12998	DEN	TUS	0.299
13000	TUS	SAT	0.344
13001	SAT	DFW	0.174
13002	DFW	TUS	0.366
13004	TUS	ORD	0.849
13005	ORD	MAN	2.2
13006	MAN	BRU	0.202
13007	BRU	ORD	2.4
13008	ORD	DFW	0.357
13009	DFW	TUS	0.366
13011	LHR	BRU	0.165
13012	BRU	LHR	0.165
13016	BRU	ZRH	0.192
13017	ZRH	VIE	0.213
13018	VIE	BRU	0.278
13022	TUS	ATL	0.939
13023	ATL	RDU	0.212
13024	RDU	ATL	0.212
13025	ATL	TUS	0.939
13027	TUS	DFW	0.366
13028	DFW	TUS	0.366
13032	TUS	IAH	0.404
13033	IAH	TUS	0.404
13037	LAX	TUS	0.241
13039	TUS	SNA	0.229
13041	TUS	DFW	0.366
13042	DFW	GUA	0.743
13043	GUA	DFW	0.743
13044	DFW	TUS	0.366
13046	TUS	LAX	0.241
13047	LAX	TUS	0.241
13049	TUS	PHX	0.13
13050	PHX	MEX	0.687
13051	MEX	PHX	0.687
13052	PHX	TUS	0.13
13056	TUS	DFW	0.366
13057	DFW	SAT	0.174
13058	SAT	DFW	0.174
13059	DFW	TUS	0.366
13061	TUS	DFW	0.366
13062	DFW	SAT	0.174
13063	SAT	DFW	0.174
13064	DFW	TUS	0.366
13066	TUS	DFW	0.366
13067	DFW	SAT	0.174
13068	SAT	DFW	0.174
13069	DFW	TUS	0.366
13071	TUS	DFW	0.366
13072	DFW	SAT	0.174
13073	SAT	DFW	0.174
13074	DFW	TUS	0.366
13076	TUS	DFW	0.366
13077	DFW	SAT	0.174
13078	SAT	DFW	0.174
13079	DFW	TUS	0.366
13081	TUS	DFW	0.366
13082	DFW	SCL	2.8
13083	SCL	COR	0.227
13084	COR	SCL	0.227
13086	TUS	LAS	0.213
13087	LAS	TUS	0.213
13089	TUS	LAS	0.213
13090	LAS	TUS	0.213
13092	TUS	LAS	0.213
13093	LAS	TUS	0.213
13095	TUS	LAS	0.213
13096	LAS	TUS	0.213
13098	TUS	ABQ	0.199
13100	TUS	ABQ	0.199
13101	ABQ	TUS	0.199
13103	SFO	TUS	0.34
13105	ABQ	SFO	0.388
13107	ABQ	PHX	0.202
13108	PHX	TUS	0.13
13109	TUS	PHX	0.13
13110	PHX	ABQ	0.202
13112	OAK	LAX	0.204
13113	LAX	TUS	0.241
13115	TUS	LAX	0.241
13116	LAX	SFO	0.204
13120	PHL	ATL	0.312
13121	ATL	TUS	0.939
13122	TUS	PHX	0.13
13123	PHX	PHL	1.2
13127	TUS	PHX	0.13
13128	PHX	STL	0.7
13129	STL	TUS	0.683
13133	ABQ	DFW	0.285
13134	DFW	SAT	0.174
13136	TUS	ABQ	0.199
13138	SAT	PHX	0.371
13139	PHX	TUS	0.13
13141	TUS	DFW	0.366
13142	DFW	SFO	0.887
13143	SFO	DFW	0.887
13144	DFW	TUS	0.366
13146	TUS	SNA	0.229
13147	SNA	LAS	0.168
13148	LAS	TUS	0.213
13150	TUS	ABQ	0.199
13151	ABQ	TUS	0.199
13153	TUS	ABQ	0.199
13154	ABQ	TUS	0.199
13156	SFO	TUS	0.34
13157	TUS	PHX	0.13
13158	PHX	SJC	0.296
13160	TUS	ABQ	0.199
13161	ABQ	TUS	0.199
13165	DCA	CLT	0.202
13166	CLT	TUS	1
13167	TUS	CLT	1
13168	CLT	DCA	0.202
13170	TUS	SFO	0.34
13171	SFO	LAX	0.204
13172	LAX	TUS	0.241
13176	BOS	DFW	0.952
13177	DFW	TUS	0.366
13178	TUS	DFW	0.366
13179	DFW	BOS	0.952
13183	TUS	ORD	0.849
13184	ORD	TUS	0.849
13188	TUS	DFW	0.366
13189	DFW	RDU	0.511
13190	RDU	DCA	0.169
13191	DCA	DFW	0.622
13196	TUS	ABQ	0.199
13197	ABQ	TUS	0.199
13199	TUS	SFO	0.34
13200	SFO	ICN	3.3
13201	ICN	GMP	0.101
13202	GMP	CJU	0.186
13203	CJU	NRT	0.357
13204	NRT	HNL	2.2
13205	HNL	LAX	1.5
13207	LAX	TUS	0.241
13209	TUS	PHX	0.13
13210	PHX	SNA	0.204
13211	SNA	PHX	0.204
13212	PHX	TUS	0.13
13214	TUS	ABQ	0.199
13215	ABQ	LAS	0.253
13216	LAS	TUS	0.213
13218	TUS	IAH	0.404
13219	IAH	LEX	0.366
13220	LEX	IAH	0.366
13221	IAH	TUS	0.404
13223	TUS	SAN	0.213
13224	SAN	TUS	0.213
13226	TUS	PHX	0.13
13227	PHX	ONT	0.199
13228	ONT	PHX	0.199
13229	PHX	TUS	0.13
13237	TUS	DFW	0.366
13238	DFW	SAT	0.174
13239	SAT	DFW	0.174
13240	DFW	TUS	0.366
13242	TUS	SFO	0.34
13243	SFO	LAS	0.229
13244	LAS	TUS	0.213
13246	TUS	PHX	0.13
13247	PHX	FLL	1.2
13248	FLL	PHX	1.2
13249	PHX	TUS	0.13
13251	TUS	DFW	0.366
13252	DFW	BWI	0.644
13253	BWI	DFW	0.644
13254	DFW	TUS	0.366
13256	TUS	DFW	0.366
13257	DFW	LGA	0.797
13258	LGA	DFW	0.797
13259	DFW	TUS	0.366
13261	ORD	DME	2.9
13262	DME	ORD	2.9
13263	ORD	TUS	0.849
13264	TUS	ORD	0.849
13266	TUS	LAS	0.213
13267	LAS	SJC	0.219
13268	SJC	SAN	0.23
13269	SAN	TUS	0.213
13271	TUS	ORD	0.849
13272	ORD	DME	2.9
13273	DME	ORD	2.9
13274	ORD	TUS	0.849
13276	TUS	ORD	0.849
13277	ORD	DME	2.9
13278	DME	ORD	2.9
13279	ORD	TUS	0.849
13281	TUS	ORD	0.849
13282	ORD	DME	2.9
13283	DME	ORD	2.9
13284	ORD	TUS	0.849
13288	TUS	SAN	0.213
13290	TUS	DFW	0.366
13291	DFW	OKC	0.155
13292	OKC	DFW	0.155
13293	DFW	TUS	0.366
13295	TUS	DFW	0.366
13296	DFW	OKC	0.155
13297	OKC	DFW	0.155
13298	DFW	TUS	0.366
13300	TUS	DFW	0.366
13301	DFW	OKC	0.155
13302	OKC	DFW	0.155
13303	DFW	TUS	0.366
13305	TUS	DFW	0.366
13306	DFW	OKC	0.155
13307	OKC	DFW	0.155
13308	DFW	TUS	0.366
13310	TUS	DFW	0.366
13311	DFW	OKC	0.155
13312	OKC	DFW	0.155
13313	DFW	TUS	0.366
13315	OKC	DFW	0.155
13316	DFW	TUS	0.366
13317	TUS	DFW	0.366
13318	DFW	OKC	0.155
13320	TUS	DFW	0.366
13321	DFW	OKC	0.155
13322	OKC	DFW	0.155
13323	DFW	TUS	0.366
13325	TUS	DFW	0.366
13326	DFW	OKC	0.155
13327	OKC	DFW	0.155
13328	DFW	TUS	0.366
13330	TUS	DFW	0.366
13331	DFW	OKC	0.155
13332	OKC	DFW	0.155
13333	DFW	TUS	0.366
13335	TUS	DFW	0.366
13336	DFW	OKC	0.155
13337	OKC	DFW	0.155
13338	DFW	TUS	0.366
13340	TUS	DFW	0.366
13341	DFW	OKC	0.155
13342	OKC	DFW	0.155
13343	DFW	TUS	0.366
13350	TUS	PHX	0.13
13351	PHX	OAK	0.305
13352	OAK	TUS	0.339
13354	TUS	PHX	0.13
13355	PHX	OAK	0.305
13356	OAK	TUS	0.339
13360	TUS	LAX	0.241
13361	LAX	ATL	1.2
13362	ATL	PHX	0.968
13363	PHX	TUS	0.13
13365	TUS	IAH	0.404
13366	IAH	DCA	0.645
13367	DCA	IAH	0.645
13368	IAH	TUS	0.404
13372	TUS	PHX	0.13
13373	PHX	CMH	1
13374	CMH	PHX	1
13375	PHX	TUS	0.13
13377	TUS	PHX	0.13
13378	PHX	CMH	1
13379	CMH	PHX	1
13380	PHX	TUS	0.13
13382	TUS	PHX	0.13
13383	PHX	CMH	1
13384	CMH	PHX	1
13385	PHX	TUS	0.13
13387	TUS	PHX	0.13
13388	PHX	CMH	1
13389	CMH	PHX	1
13390	PHX	TUS	0.13
13392	TUS	PHX	0.13
13393	PHX	IAD	1.2
13394	IAD	PHX	1.2
13395	PHX	TUS	0.13
13397	TUS	SLC	0.291
13398	SLC	TUS	0.291
13400	TUS	SLC	0.291
13401	SLC	TUS	0.291
13405	TUS	ATL	0.939
13406	ATL	TUS	0.939
13408	TUS	LAS	0.213
13409	LAS	RNO	0.206
13410	RNO	TUS	0.327
13412	TUS	LAS	0.213
13413	LAS	RNO	0.206
13414	RNO	TUS	0.327
13416	TUS	ATL	0.939
13417	ATL	PHX	0.968
13418	PHX	TUS	0.13
13426	PDX	PHX	0.47
13427	PHX	TUS	0.13
13428	TUS	PHX	0.13
13429	PHX	PDX	0.47
13431	PDX	PHX	0.47
13432	PHX	TUS	0.13
13433	TUS	PHX	0.13
13434	PHX	PDX	0.47
13436	TUS	DFW	0.366
13437	DFW	DCA	0.622
13438	DCA	TUS	1.2
13442	TUS	PHX	0.13
13443	PHX	AUS	0.379
13444	AUS	PHX	0.379
13445	PHX	TUS	0.13
13449	TUS	IAH	0.404
13450	IAH	TUS	0.404
13452	TUS	DFW	0.366
13453	DFW	DCA	0.622
13454	DCA	ORD	0.294
13455	ORD	TUS	0.849
13459	DAL	LAS	0.52
13460	LAS	TUS	0.213
13461	TUS	ABQ	0.199
13462	ABQ	DAL	0.283
13466	TUS	DEN	0.299
13467	DEN	PHX	0.287
13468	PHX	TUS	0.13
13470	TUS	DEN	0.299
13471	DEN	PHX	0.287
13472	PHX	TUS	0.13
13474	TUS	DEN	0.299
13475	DEN	PHX	0.287
13476	PHX	TUS	0.13
13478	TUS	DFW	0.366
13479	DFW	TPA	0.394
13480	TPA	DFW	0.394
13481	DFW	TUS	0.366
13483	TUS	DFW	0.366
13484	DFW	TPA	0.394
13485	TPA	DFW	0.394
13486	DFW	TUS	0.366
13488	TUS	DFW	0.366
13489	DFW	TPA	0.394
13490	TPA	DFW	0.394
13491	DFW	TUS	0.366
13493	TUS	DEN	0.299
13494	DEN	TUS	0.299
13496	TUS	DEN	0.299
13497	DEN	TUS	0.299
13499	TUS	DEN	0.299
13500	DEN	TUS	0.299
13502	TUS	DEN	0.299
13503	DEN	TUS	0.299
13505	TUS	DEN	0.299
13506	DEN	TUS	0.299
13508	TUS	DEN	0.299
13509	DEN	TUS	0.299
13511	TUS	DEN	0.299
13512	DEN	TUS	0.299
13514	TUS	DEN	0.299
13515	DEN	TUS	0.299
13517	TUS	DEN	0.299
13518	DEN	TUS	0.299
13520	TUS	DEN	0.299
13521	DEN	TUS	0.299
13523	TUS	DEN	0.299
13524	DEN	TUS	0.299
13526	TUS	DEN	0.299
13527	DEN	TUS	0.299
13529	TUS	DEN	0.299
13530	DEN	TUS	0.299
13532	TUS	DEN	0.299
13533	DEN	TUS	0.299
13535	TUS	DEN	0.299
13536	DEN	TUS	0.299
13538	TUS	DEN	0.299
13539	DEN	TUS	0.299
13541	TUS	DEN	0.299
13542	DEN	TUS	0.299
13544	TUS	DEN	0.299
13545	DEN	TUS	0.299
13547	TUS	DEN	0.299
13548	DEN	TUS	0.299
13550	TUS	DEN	0.299
13552	TUS	DEN	0.299
13554	DEN	TUS	0.299
13556	DEN	PHX	0.287
13557	PHX	TUS	0.13
13561	TUS	MDW	0.851
13562	MDW	TUS	0.851
13564	TUS	DEN	0.299
13565	DEN	LAR	0.132
13566	LAR	DEN	0.132
13567	DEN	TUS	0.299
13569	TUS	IAH	0.404
13570	IAH	TUS	0.404
13572	ABQ	SLC	0.255
13573	SLC	TUS	0.291
13574	TUS	SLC	0.291
13575	SLC	TUS	0.291
13577	TUS	SLC	0.291
13578	SLC	TUS	0.291
13580	TUS	SLC	0.291
13581	SLC	TUS	0.291
13583	TUS	SLC	0.291
13584	SLC	TUS	0.291
13586	TUS	SLC	0.291
13587	SLC	TUS	0.291
13589	TUS	ABQ	0.199
13591	SEA	SLC	0.319
13592	SLC	SEA	0.319
13594	TUS	SLC	0.291
13595	SLC	TUS	0.291
13597	TUS	SLC	0.291
13598	SLC	TUS	0.291
13600	TUS	SFO	0.34
13601	SFO	KOA	1.4
13602	KOA	LAX	1.5
13603	LAX	TUS	0.241
13607	TUS	IAH	0.404
13608	IAH	TUS	0.404
13610	TUS	DEN	0.299
13611	DEN	NYC	0.994
13612	NYC	DEN	0.994
13613	DEN	TUS	0.299
13615	TUS	SFO	0.34
13616	SFO	TUS	0.34
13620	MSP	SLC	0.452
13621	SLC	TUS	0.291
13622	TUS	ATL	0.939
13623	ATL	MSP	0.392
13625	IND	DFW	0.342
13626	DFW	TUS	0.366
13627	TUS	DFW	0.366
13628	DFW	IND	0.342
13632	TUS	LAS	0.213
13633	LAS	HOU	0.668
13634	HOU	LAS	0.668
13635	LAS	TUS	0.213
13637	TUS	LAS	0.213
13638	LAS	HOU	0.668
13639	HOU	LAS	0.668
13640	LAS	TUS	0.213
13642	TUS	LAS	0.213
13643	LAS	HOU	0.668
13644	HOU	LAS	0.668
13645	LAS	TUS	0.213
13647	TUS	LAS	0.213
13648	LAS	HOU	0.668
13649	HOU	LAS	0.668
13650	LAS	TUS	0.213
13652	TUS	LAS	0.213
13653	LAS	HOU	0.668
13654	HOU	LAS	0.668
13655	LAS	TUS	0.213
13659	TUS	SFO	0.34
13660	SFO	TUS	0.34
13664	SAN	TUS	0.213
13666	TUS	LAX	0.241
13668	PHX	SAN	0.192
13669	SAN	TUS	0.213
13671	TUS	SAN	0.213
13672	SAN	TUS	0.213
13674	TUS	SAN	0.213
13675	SAN	TUS	0.213
13677	TPA	ABQ	0.901
13678	ABQ	TUS	0.199
13679	TUS	MDW	0.851
13680	MDW	BWI	0.293
13682	TUS	SAN	0.213
13683	SAN	TUS	0.213
13685	TUS	SAN	0.213
13686	SAN	TUS	0.213
13688	SAN	TUS	0.213
13690	TUS	SAN	0.213
13691	SAN	TUS	0.213
13693	ELP	ATL	0.71
13694	ATL	DKR	2.5
13695	DKR	ATL	2.5
13696	ATL	ELP	0.71
13702	TUS	SLC	0.291
13703	SLC	RNO	0.231
13704	RNO	SLC	0.231
13705	SLC	TUS	0.291
13707	TUS	MSY	0.678
13708	MSY	DFW	0.238
13709	DFW	TUS	0.366
13713	TUS	ORD	0.849
13714	ORD	TUS	0.849
13716	TUS	ORD	0.849
13717	ORD	TUS	0.849
13719	TUS	LAX	0.241
13720	LAX	SMF	0.216
13721	SMF	SAN	0.251
13722	SAN	TUS	0.213
13724	TUS	LAX	0.241
13725	LAX	SMF	0.216
13726	SMF	SAN	0.251
13727	SAN	TUS	0.213
13729	TUS	SAN	0.213
13730	SAN	SJC	0.23
13731	SJC	LAX	0.194
13732	LAX	TUS	0.241
13734	TUS	DFW	0.366
13735	DFW	LGA	0.797
13736	LGA	ORD	0.334
13737	ORD	TUS	0.849
13739	TUS	DFW	0.366
13740	DFW	LGA	0.797
13741	LGA	DFW	0.797
13742	DFW	TUS	0.366
13744	TUS	DFW	0.366
13745	DFW	LGA	0.797
13746	LGA	DFW	0.797
13747	DFW	TUS	0.366
13749	ORD	TUS	0.849
13750	TUS	DFW	0.366
13751	DFW	LGA	0.797
13752	LGA	ORD	0.334
13756	PHX	SJC	0.296
13757	SJC	PHX	0.296
13761	PHX	LAX	0.214
13762	LAX	PHX	0.214
13764	SOW	PHX	0.137
13768	TUS	ORD	0.849
13769	ORD	DFW	0.357
13770	DFW	TUS	0.366
13772	TUS	ORD	0.849
13773	ORD	DFW	0.357
13774	DFW	TUS	0.366
13776	TUS	ORD	0.849
13777	ORD	DFW	0.357
13778	DFW	TUS	0.366
13780	TUS	ORD	0.849
13781	ORD	DFW	0.357
13782	DFW	TUS	0.366
13784	DEN	TUS	0.299
13785	TUS	DEN	0.299
13787	TUS	DEN	0.299
13788	DEN	TUS	0.299
13790	TUS	DEN	0.299
13791	DEN	TUS	0.299
13793	TUS	IAH	0.404
13794	IAH	TUL	0.235
13795	TUL	IAH	0.235
13796	IAH	PHX	0.47
13797	PHX	TUS	0.13
13801	TUS	MDW	0.851
13802	MDW	CLE	0.194
13803	CLE	MDW	0.194
13804	MDW	TUS	0.851
13812	TUS	SLC	0.291
13813	SLC	RNO	0.231
13814	RNO	SLC	0.231
13815	SLC	TUS	0.291
13817	TUS	LAS	0.213
13818	LAS	RNO	0.206
13819	RNO	LAX	0.222
13820	LAX	TUS	0.241
13822	TUS	LAS	0.213
13823	LAS	RNO	0.206
13824	RNO	LAX	0.222
13825	LAX	TUS	0.241
13827	BTM	SLC	0.211
13828	SLC	RNO	0.231
13829	RNO	SLC	0.231
13830	SLC	BTM	0.211
13832	TUS	LAS	0.213
13833	LAS	RNO	0.206
13834	RNO	TUS	0.327
13836	TUS	PHX	0.13
13837	PHX	BOS	1.3
13838	BOS	CLT	0.332
13839	CLT	TUS	1
13843	TUS	SAN	0.213
13844	SAN	TUS	0.213
13870	TUS	LAS	0.213
13871	LAS	ONT	0.158
13872	ONT	LAS	0.158
13873	LAS	TUS	0.213
13887	LAX	TUS	0.241
13888	TUS	LAX	0.241
13892	TUS	AUS	0.354
13893	AUS	TUS	0.354
13897	TUS	LAX	0.241
13898	LAX	FRA	3.4
13899	FRA	DRS	0.172
13900	DRS	FRA	0.172
13901	FRA	DEN	2.9
13902	DEN	TUS	0.299
13906	BZN	MSP	0.38
13907	MSP	SUX	0.17
13908	SUX	MSP	0.17
13909	MSP	BZN	0.38
13911	BZN	DEN	0.265
13912	DEN	MSP	0.321
13913	MSP	DEN	0.321
13914	DEN	BZN	0.265
13916	TUS	LAX	0.241
13917	LAX	OAK	0.204
13918	OAK	TUS	0.339
13920	STL	MSP	0.245
13921	MSP	STL	0.245
13923	STL	ORD	0.179
13924	ORD	ABQ	0.564
13925	ABQ	DFW	0.285
13926	DFW	STL	0.273
13928	STL	ORD	0.179
13929	ORD	GRB	0.15
13930	GRB	ORD	0.15
13931	ORD	STL	0.179
13933	TUS	ORD	0.849
13934	ORD	GRB	0.15
13935	GRB	ORD	0.15
13936	ORD	TUS	0.849
13938	TUS	PHX	0.13
13939	PHX	ELP	0.207
13940	ELP	PHX	0.207
13941	PHX	TUS	0.13
13943	TUS	PHX	0.13
13944	PHX	ELP	0.207
13945	ELP	PHX	0.207
13946	PHX	TUS	0.13
13948	HLN	SLC	0.225
13949	SLC	TUS	0.291
13950	TUS	SLC	0.291
13951	SLC	HLN	0.225
13953	STL	TUS	0.683
13954	TUS	DFW	0.366
13955	DFW	STL	0.273
13959	TUS	LAX	0.241
13960	LAX	SJC	0.194
13961	SJC	LAX	0.194
13962	LAX	TUS	0.241
13964	TUS	LAX	0.241
13965	LAX	SJC	0.194
13966	SJC	LAX	0.194
13967	LAX	TUS	0.241
13969	TUS	ORD	0.849
13970	ORD	ROC	0.266
13971	ROC	ORD	0.266
13972	ORD	DFW	0.357
13973	DFW	TUS	0.366
13975	TUS	ORD	0.849
13976	ORD	ROC	0.266
13977	ROC	ORD	0.266
13978	ORD	TUS	0.849
13980	TUS	ORD	0.849
13981	ORD	ROC	0.266
13982	ROC	ORD	0.266
13983	ORD	TUS	0.849
13988	TUS	SLC	0.291
13989	SLC	TUS	0.291
13991	TUS	ABQ	0.199
13992	ABQ	TUS	0.199
13994	PHX	ABQ	0.202
13995	ABQ	PHX	0.202
13997	PHX	ABQ	0.202
13998	ABQ	PHX	0.202
14000	PHX	ABQ	0.202
14001	ABQ	PHX	0.202
14003	PHX	ABQ	0.202
14004	ABQ	PHX	0.202
14006	ABQ	TUS	0.199
14007	TUS	ABQ	0.199
14009	TUS	ABQ	0.199
14010	ABQ	TUS	0.199
14012	TUS	ABQ	0.199
14013	ABQ	TUS	0.199
14015	TUS	ABQ	0.199
14016	ABQ	TUS	0.199
14018	FLG	PHX	0.133
14019	PHX	ABQ	0.202
14020	ABQ	PHX	0.202
14021	PHX	FLG	0.133
14023	TUS	ABQ	0.199
14024	ABQ	TUS	0.199
14026	TUS	ABQ	0.199
14027	ABQ	TUS	0.199
14029	FLG	PHX	0.133
14030	PHX	ABQ	0.202
14031	ABQ	PHX	0.202
14032	PHX	FLG	0.133
14034	FLG	PHX	0.133
14035	PHX	ABQ	0.202
14036	ABQ	PHX	0.202
14037	PHX	FLG	0.133
14039	FLG	PHX	0.133
14040	PHX	ABQ	0.202
14041	ABQ	PHX	0.202
14042	PHX	FLG	0.133
14044	FLG	PHX	0.133
14045	PHX	ABQ	0.202
14046	ABQ	PHX	0.202
14047	PHX	FLG	0.133
14053	TUS	PHX	0.13
14054	PHX	SFO	0.307
14055	SFO	PHX	0.307
14056	PHX	TUS	0.13
14060	TUS	PHX	0.13
14061	PHX	PDX	0.47
14062	PDX	PHX	0.47
14063	PHX	TUS	0.13
14067	TUS	LAS	0.213
14068	LAS	ONT	0.158
14069	ONT	LAS	0.158
14070	LAS	TUS	0.213
14077	BWI	ATL	0.282
14078	ATL	TUS	0.939
14079	TUS	ATL	0.939
14080	ATL	BWI	0.282
14082	TUS	MCO	1.1
14083	MCO	DFW	0.43
14084	DFW	TUS	0.366
14086	TUS	CLT	1
14087	CLT	DCA	0.202
14088	DCA	CLT	0.202
14089	CLT	TUS	1
14093	TUS	DFW	0.366
14094	DFW	IAD	0.605
14095	IAD	DCA	0.102
14096	DCA	ORD	0.294
14104	TUS	DEN	0.299
14105	DEN	CMH	0.607
14106	CMH	DEN	0.607
14107	DEN	TUS	0.299
14109	FRA	DEN	2.9
14110	DEN	TUS	0.299
14111	TUS	DEN	0.299
14112	DEN	FRA	2.9
14113	FRA	MUC	0.155
14114	MUC	FRA	0.155
14116	TUS	ORD	0.849
14117	ORD	CMH	0.19
14118	CMH	DFW	0.396
14119	DFW	TUS	0.366
14121	TUS	ORD	0.849
14122	ORD	CMH	0.19
14123	CMH	DFW	0.396
14124	DFW	TUS	0.366
14126	TUS	DFW	0.366
14127	DFW	CMH	0.396
14128	CMH	TUS	1
14130	MXP	ATL	2.8
14131	ATL	TUS	0.939
14133	MXP	ATL	2.8
14134	ATL	TUS	0.939
14136	TUS	DFW	0.366
14137	DFW	SCL	2.8
14138	SCL	DFW	2.8
14139	DFW	TUS	0.366
14141	TUS	ATL	0.939
14142	ATL	MXP	2.8
14143	MXP	ATL	2.8
14144	ATL	TUS	0.939
14146	FRA	CLT	2.5
14147	CLT	TUS	1
14148	TUS	PHX	0.13
